"query_id","query_name","row_number","result_json"
13,"Seller Performance vs Revenue Contribution",570,"{""seller"": ""610f72e407cdd7caaa2f8167b0163fd8"", ""sales_value"": 14429.45, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 16, ""average_review_score"": 3.63, ""on_time_delivery_rate"": 87.50, ""seller_performance_score"": 66.95}"
13,"Seller Performance vs Revenue Contribution",571,"{""seller"": ""f7ccf836d21b2fb1de37564105216cc1"", ""sales_value"": 3856.34, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 69, ""average_review_score"": 3.85, ""on_time_delivery_rate"": 89.86, ""seller_performance_score"": 66.93}"
13,"Seller Performance vs Revenue Contribution",572,"{""seller"": ""784ba75dd9d20200c4caed3d7a77141a"", ""sales_value"": 8742.35, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 19, ""average_review_score"": 4.15, ""on_time_delivery_rate"": 89.47, ""seller_performance_score"": 66.92}"
13,"Seller Performance vs Revenue Contribution",573,"{""seller"": ""b1ac6ea7895bc3dd6f0f6f4abbdd2821"", ""sales_value"": 3734.36, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 38, ""average_review_score"": 4.53, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 66.92}"
13,"Seller Performance vs Revenue Contribution",574,"{""seller"": ""3ade81dab5a172b88e1871c28ae05260"", ""sales_value"": 6821.59, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 28, ""average_review_score"": 4.19, ""on_time_delivery_rate"": 85.71, ""seller_performance_score"": 66.91}"
13,"Seller Performance vs Revenue Contribution",575,"{""seller"": ""f1fd5ab1181f827ffad998c1a5de7d74"", ""sales_value"": 7877.96, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 15, ""average_review_score"": 4.67, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 66.91}"
13,"Seller Performance vs Revenue Contribution",576,"{""seller"": ""994f04b3718c2bab35c2adfa8afecd2a"", ""sales_value"": 4044.45, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 47, ""average_review_score"": 4.30, ""on_time_delivery_rate"": 91.49, ""seller_performance_score"": 66.83}"
13,"Seller Performance vs Revenue Contribution",577,"{""seller"": ""f7496d659ca9fdaf323c0aae84176632"", ""sales_value"": 5641.93, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 25, ""average_review_score"": 4.56, ""on_time_delivery_rate"": 92.00, ""seller_performance_score"": 66.81}"
13,"Seller Performance vs Revenue Contribution",578,"{""seller"": ""575df70bde3f9f2b30bf8d2e9910d725"", ""sales_value"": 6163.42, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 27, ""average_review_score"": 4.07, ""on_time_delivery_rate"": 92.59, ""seller_performance_score"": 66.80}"
13,"Seller Performance vs Revenue Contribution",579,"{""seller"": ""406822777a0b9eb5c50e442dd4cd3ec5"", ""sales_value"": 4449.21, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 44, ""average_review_score"": 4.33, ""on_time_delivery_rate"": 86.36, ""seller_performance_score"": 66.70}"
13,"Seller Performance vs Revenue Contribution",580,"{""seller"": ""bbf9ad41dca6603e614efcdad7aab8c4"", ""sales_value"": 8622.26, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 14, ""average_review_score"": 4.50, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 66.64}"
13,"Seller Performance vs Revenue Contribution",581,"{""seller"": ""a3f0b55de503387383c7b1de3ad7f678"", ""sales_value"": 5577.74, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 24, ""average_review_score"": 4.42, ""on_time_delivery_rate"": 95.83, ""seller_performance_score"": 66.60}"
13,"Seller Performance vs Revenue Contribution",582,"{""seller"": ""e06f09ec0a4aca210779cf1cfc63cf19"", ""sales_value"": 5901.41, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 29, ""average_review_score"": 3.97, ""on_time_delivery_rate"": 93.10, ""seller_performance_score"": 66.55}"
13,"Seller Performance vs Revenue Contribution",583,"{""seller"": ""834f8533b2ecb6598dd004ff3de7203a"", ""sales_value"": 5250.66, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 41, ""average_review_score"": 3.98, ""on_time_delivery_rate"": 85.37, ""seller_performance_score"": 66.46}"
13,"Seller Performance vs Revenue Contribution",584,"{""seller"": ""5b179e9e8cc7ab6fd113a46ca584da81"", ""sales_value"": 5839.14, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 34, ""average_review_score"": 3.67, ""on_time_delivery_rate"": 91.18, ""seller_performance_score"": 66.39}"
13,"Seller Performance vs Revenue Contribution",585,"{""seller"": ""232a6014e7b10cba61c6c2b2ea6bb4b0"", ""sales_value"": 5017.04, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 32, ""average_review_score"": 4.16, ""on_time_delivery_rate"": 93.75, ""seller_performance_score"": 66.36}"
13,"Seller Performance vs Revenue Contribution",586,"{""seller"": ""d71d863e5ef30d94e440c11be17dcd8f"", ""sales_value"": 9920.09, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 23, ""average_review_score"": 3.33, ""on_time_delivery_rate"": 86.96, ""seller_performance_score"": 66.33}"
13,"Seller Performance vs Revenue Contribution",587,"{""seller"": ""1b938a7ec6ac5061a66a3766e0e75f90"", ""sales_value"": 4719.45, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 29, ""average_review_score"": 4.41, ""on_time_delivery_rate"": 96.55, ""seller_performance_score"": 66.33}"
13,"Seller Performance vs Revenue Contribution",588,"{""seller"": ""f12ff17ad8bbf01ec5c33b17e506649b"", ""sales_value"": 6728.88, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 28, ""average_review_score"": 3.86, ""on_time_delivery_rate"": 89.29, ""seller_performance_score"": 66.26}"
13,"Seller Performance vs Revenue Contribution",589,"{""seller"": ""1c5e4e49b9079480255b49d50aac1aa9"", ""sales_value"": 11062.72, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 12, ""average_review_score"": 4.33, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 66.21}"
13,"Seller Performance vs Revenue Contribution",590,"{""seller"": ""cd6efc47efaabf134f8bdb654e10b4f1"", ""sales_value"": 4757.16, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 31, ""average_review_score"": 4.48, ""on_time_delivery_rate"": 90.32, ""seller_performance_score"": 66.13}"
13,"Seller Performance vs Revenue Contribution",591,"{""seller"": ""3f3486b61f45078d4f31ee5e43d8c5bb"", ""sales_value"": 4653.13, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 39, ""average_review_score"": 4.33, ""on_time_delivery_rate"": 84.62, ""seller_performance_score"": 66.09}"
13,"Seller Performance vs Revenue Contribution",592,"{""seller"": ""96804ea39d96eb908e7c3afdb671bb9e"", ""sales_value"": 4268.00, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 37, ""average_review_score"": 4.14, ""on_time_delivery_rate"": 97.30, ""seller_performance_score"": 66.07}"
13,"Seller Performance vs Revenue Contribution",593,"{""seller"": ""af4a0e4cfe1d9c26b6712b1be25a72e5"", ""sales_value"": 9351.60, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 21, ""average_review_score"": 3.43, ""on_time_delivery_rate"": 90.48, ""seller_performance_score"": 66.06}"
13,"Seller Performance vs Revenue Contribution",594,"{""seller"": ""cb3dd9ce66268c7a3ca7241ac70ab58c"", ""sales_value"": 3608.67, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 48, ""average_review_score"": 4.22, ""on_time_delivery_rate"": 93.75, ""seller_performance_score"": 66.01}"
13,"Seller Performance vs Revenue Contribution",595,"{""seller"": ""257e61d3251fb5efb9daadddbc2cf7ca"", ""sales_value"": 8806.18, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 12, ""average_review_score"": 4.75, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 65.98}"
13,"Seller Performance vs Revenue Contribution",596,"{""seller"": ""5882820ef11c4c068eea0677a7a879b4"", ""sales_value"": 10664.81, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 14, ""average_review_score"": 4.15, ""on_time_delivery_rate"": 92.86, ""seller_performance_score"": 65.92}"
13,"Seller Performance vs Revenue Contribution",597,"{""seller"": ""6b3bd31ad8fcda4b2635ec9f3ff2ecdf"", ""sales_value"": 4801.87, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 35, ""average_review_score"": 4.09, ""on_time_delivery_rate"": 91.43, ""seller_performance_score"": 65.89}"
13,"Seller Performance vs Revenue Contribution",598,"{""seller"": ""c510bc1718f0f2961eaa42a23330681a"", ""sales_value"": 10851.45, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 12, ""average_review_score"": 4.25, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 65.82}"
13,"Seller Performance vs Revenue Contribution",599,"{""seller"": ""33ac3e28642ab8bda860a2f693000e78"", ""sales_value"": 4151.12, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 34, ""average_review_score"": 4.21, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 65.81}"
13,"Seller Performance vs Revenue Contribution",600,"{""seller"": ""dbdd0ec73a4817971d962698f2fea022"", ""sales_value"": 8174.80, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 16, ""average_review_score"": 4.38, ""on_time_delivery_rate"": 93.75, ""seller_performance_score"": 65.77}"
13,"Seller Performance vs Revenue Contribution",601,"{""seller"": ""d379f449f2a3b271bc01c0782020f705"", ""sales_value"": 5499.80, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 28, ""average_review_score"": 3.89, ""on_time_delivery_rate"": 96.43, ""seller_performance_score"": 65.65}"
13,"Seller Performance vs Revenue Contribution",602,"{""seller"": ""99002261c568a84cce14d43fcffb43ea"", ""sales_value"": 5188.33, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 36, ""average_review_score"": 3.72, ""on_time_delivery_rate"": 91.67, ""seller_performance_score"": 65.65}"
13,"Seller Performance vs Revenue Contribution",603,"{""seller"": ""6338ea67c41078a46ad99cc009654956"", ""sales_value"": 3210.39, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 37, ""average_review_score"": 4.60, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 65.64}"
13,"Seller Performance vs Revenue Contribution",604,"{""seller"": ""4559697a8f7e637227c2eeaed843baff"", ""sales_value"": 4189.52, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 39, ""average_review_score"": 4.22, ""on_time_delivery_rate"": 92.31, ""seller_performance_score"": 65.59}"
13,"Seller Performance vs Revenue Contribution",605,"{""seller"": ""31561f325664a8a7aba4c8d0c3a9b3db"", ""sales_value"": 3329.36, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 36, ""average_review_score"": 4.64, ""on_time_delivery_rate"": 97.22, ""seller_performance_score"": 65.50}"
13,"Seller Performance vs Revenue Contribution",606,"{""seller"": ""efcd8d2104f1a05d028af7bad20d974b"", ""sales_value"": 3225.10, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 46, ""average_review_score"": 4.21, ""on_time_delivery_rate"": 97.83, ""seller_performance_score"": 65.49}"
13,"Seller Performance vs Revenue Contribution",607,"{""seller"": ""79ed755314cfe6df0daef2c6cd3022cd"", ""sales_value"": 4366.66, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 23, ""average_review_score"": 4.73, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 65.49}"
13,"Seller Performance vs Revenue Contribution",608,"{""seller"": ""b4a476fbd28de64b1e347abf9089366a"", ""sales_value"": 5275.11, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 30, ""average_review_score"": 4.14, ""on_time_delivery_rate"": 90.00, ""seller_performance_score"": 65.46}"
13,"Seller Performance vs Revenue Contribution",609,"{""seller"": ""a6bd7d1ccdac48c6b33b28596b7eb122"", ""sales_value"": 14306.91, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 15, ""average_review_score"": 3.50, ""on_time_delivery_rate"": 86.67, ""seller_performance_score"": 65.46}"
13,"Seller Performance vs Revenue Contribution",610,"{""seller"": ""aae3bfea055532c57fb453ed3ec80b30"", ""sales_value"": 3857.17, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 48, ""average_review_score"": 3.60, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 65.42}"
13,"Seller Performance vs Revenue Contribution",611,"{""seller"": ""20d83f3ef0e6925fd74bfd59170babf7"", ""sales_value"": 3557.21, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 40, ""average_review_score"": 4.40, ""on_time_delivery_rate"": 95.00, ""seller_performance_score"": 65.42}"
13,"Seller Performance vs Revenue Contribution",612,"{""seller"": ""d51e0a403fe2e689ece6c73359d96e12"", ""sales_value"": 8027.57, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 18, ""average_review_score"": 4.22, ""on_time_delivery_rate"": 88.89, ""seller_performance_score"": 65.41}"
13,"Seller Performance vs Revenue Contribution",613,"{""seller"": ""6481e96574816ead57975da2c0f6d80d"", ""sales_value"": 4340.86, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 32, ""average_review_score"": 4.19, ""on_time_delivery_rate"": 96.88, ""seller_performance_score"": 65.38}"
13,"Seller Performance vs Revenue Contribution",614,"{""seller"": ""14d7985702e72162bbf13b6beb74ab2b"", ""sales_value"": 4441.00, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 37, ""average_review_score"": 4.32, ""on_time_delivery_rate"": 86.49, ""seller_performance_score"": 65.37}"
13,"Seller Performance vs Revenue Contribution",615,"{""seller"": ""67883baaae6134ee81b271a542613728"", ""sales_value"": 8496.02, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 19, ""average_review_score"": 4.11, ""on_time_delivery_rate"": 84.21, ""seller_performance_score"": 65.35}"
13,"Seller Performance vs Revenue Contribution",616,"{""seller"": ""6fc26fe110feebd80a433e1f012a84f9"", ""sales_value"": 5128.06, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 35, ""average_review_score"": 3.91, ""on_time_delivery_rate"": 88.57, ""seller_performance_score"": 65.33}"
13,"Seller Performance vs Revenue Contribution",617,"{""seller"": ""55d3daac7c404d59e51c2aa2f4dc5a23"", ""sales_value"": 5790.48, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 21, ""average_review_score"": 4.10, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 65.29}"
13,"Seller Performance vs Revenue Contribution",618,"{""seller"": ""42fa4ee7240e9b8eb4576358ec142ba7"", ""sales_value"": 4364.47, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 22, ""average_review_score"": 4.81, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 65.24}"
13,"Seller Performance vs Revenue Contribution",619,"{""seller"": ""5a93f3ab0ef4c84ed5e1b5dbf23978bc"", ""sales_value"": 2952.22, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 38, ""average_review_score"": 4.79, ""on_time_delivery_rate"": 97.37, ""seller_performance_score"": 65.22}"
13,"Seller Performance vs Revenue Contribution",620,"{""seller"": ""b17b679f4f5ce2e03ce6968c62648246"", ""sales_value"": 4404.36, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 50, ""average_review_score"": 3.98, ""on_time_delivery_rate"": 82.00, ""seller_performance_score"": 65.19}"
13,"Seller Performance vs Revenue Contribution",621,"{""seller"": ""8931a84a914b3fe9b1ddaa4d704947ca"", ""sales_value"": 5092.89, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 29, ""average_review_score"": 4.07, ""on_time_delivery_rate"": 93.10, ""seller_performance_score"": 65.15}"
13,"Seller Performance vs Revenue Contribution",622,"{""seller"": ""960945e1a9535cbc0cd6ddd35fbe7ae8"", ""sales_value"": 3861.53, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 28, ""average_review_score"": 4.64, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 65.15}"
13,"Seller Performance vs Revenue Contribution",623,"{""seller"": ""f00e21b1e91a79653163b7fd8f293ff1"", ""sales_value"": 4471.06, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 31, ""average_review_score"": 4.10, ""on_time_delivery_rate"": 96.77, ""seller_performance_score"": 65.15}"
13,"Seller Performance vs Revenue Contribution",624,"{""seller"": ""33c51922b6e3c16b24a8f28e5833c99d"", ""sales_value"": 7025.88, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 18, ""average_review_score"": 4.24, ""on_time_delivery_rate"": 94.44, ""seller_performance_score"": 65.05}"
13,"Seller Performance vs Revenue Contribution",625,"{""seller"": ""0ebd97a106433a45a4aebe57c1799778"", ""sales_value"": 3661.68, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 31, ""average_review_score"": 4.48, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 64.95}"
13,"Seller Performance vs Revenue Contribution",626,"{""seller"": ""432c37c9dfba871172ec162e20118b8c"", ""sales_value"": 3614.80, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 44, ""average_review_score"": 4.25, ""on_time_delivery_rate"": 90.91, ""seller_performance_score"": 64.93}"
13,"Seller Performance vs Revenue Contribution",627,"{""seller"": ""ad781527c93d00d89a11eecd9dcad7c1"", ""sales_value"": 8213.12, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 38, ""average_review_score"": 3.34, ""on_time_delivery_rate"": 68.42, ""seller_performance_score"": 64.93}"
13,"Seller Performance vs Revenue Contribution",628,"{""seller"": ""3361277dc30b7cccdb0c286b24219756"", ""sales_value"": 4540.90, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 29, ""average_review_score"": 4.34, ""on_time_delivery_rate"": 93.10, ""seller_performance_score"": 64.89}"
13,"Seller Performance vs Revenue Contribution",629,"{""seller"": ""ec8879960bd2221d5c32f8e12f7da711"", ""sales_value"": 4756.26, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 35, ""average_review_score"": 4.29, ""on_time_delivery_rate"": 82.86, ""seller_performance_score"": 64.84}"
13,"Seller Performance vs Revenue Contribution",630,"{""seller"": ""31da954dc0855f2495c6310f70a2f931"", ""sales_value"": 5032.71, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 29, ""average_review_score"": 4.21, ""on_time_delivery_rate"": 89.66, ""seller_performance_score"": 64.81}"
13,"Seller Performance vs Revenue Contribution",631,"{""seller"": ""5cbbd5a299cab112b7bf23862255e43e"", ""sales_value"": 3385.21, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 36, ""average_review_score"": 4.28, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 64.75}"
13,"Seller Performance vs Revenue Contribution",632,"{""seller"": ""6a0cbc8af2e8abd1bdfb777943d174c6"", ""sales_value"": 4517.15, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 34, ""average_review_score"": 4.03, ""on_time_delivery_rate"": 91.18, ""seller_performance_score"": 64.64}"
13,"Seller Performance vs Revenue Contribution",633,"{""seller"": ""4992e76a42cb3aad7a7047e0d3d7e729"", ""sales_value"": 3163.56, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 56, ""average_review_score"": 3.96, ""on_time_delivery_rate"": 92.86, ""seller_performance_score"": 64.55}"
13,"Seller Performance vs Revenue Contribution",634,"{""seller"": ""f214d28e8d8e3ef068748498ccc2f813"", ""sales_value"": 2937.84, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 52, ""average_review_score"": 4.27, ""on_time_delivery_rate"": 92.31, ""seller_performance_score"": 64.46}"
13,"Seller Performance vs Revenue Contribution",635,"{""seller"": ""7bac63f6603d382cc8d0832eb6c100a8"", ""sales_value"": 8114.60, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 19, ""average_review_score"": 4.00, ""on_time_delivery_rate"": 84.21, ""seller_performance_score"": 64.39}"
13,"Seller Performance vs Revenue Contribution",636,"{""seller"": ""318f287a62ab7ac10b703ac37435a231"", ""sales_value"": 3529.52, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 51, ""average_review_score"": 3.92, ""on_time_delivery_rate"": 90.20, ""seller_performance_score"": 64.35}"
13,"Seller Performance vs Revenue Contribution",637,"{""seller"": ""ccb83a794700270fde70898fe9ff368b"", ""sales_value"": 12785.73, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 12, ""average_review_score"": 4.33, ""on_time_delivery_rate"": 83.33, ""seller_performance_score"": 64.29}"
13,"Seller Performance vs Revenue Contribution",638,"{""seller"": ""503c1de08ae81a2d86f17951b204db55"", ""sales_value"": 5321.90, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 22, ""average_review_score"": 4.41, ""on_time_delivery_rate"": 90.91, ""seller_performance_score"": 64.20}"
13,"Seller Performance vs Revenue Contribution",639,"{""seller"": ""3c03b12bab54d8b37d79d914bfdb1aa0"", ""sales_value"": 4919.77, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 37, ""average_review_score"": 3.83, ""on_time_delivery_rate"": 83.78, ""seller_performance_score"": 64.14}"
13,"Seller Performance vs Revenue Contribution",640,"{""seller"": ""5f5b43b2bffa8656e4bc6efeb13cc649"", ""sales_value"": 4232.65, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 27, ""average_review_score"": 4.41, ""on_time_delivery_rate"": 96.30, ""seller_performance_score"": 64.12}"
13,"Seller Performance vs Revenue Contribution",641,"{""seller"": ""729b2d09b2a0bdab221076327f13d050"", ""sales_value"": 2739.91, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 48, ""average_review_score"": 4.56, ""on_time_delivery_rate"": 91.67, ""seller_performance_score"": 64.08}"
13,"Seller Performance vs Revenue Contribution",642,"{""seller"": ""3c4e0452bff7a2a788179488d3d77032"", ""sales_value"": 4352.52, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 32, ""average_review_score"": 3.84, ""on_time_delivery_rate"": 96.88, ""seller_performance_score"": 64.04}"
13,"Seller Performance vs Revenue Contribution",643,"{""seller"": ""c8b3445d737de6befde0c88ede534a5e"", ""sales_value"": 3800.79, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 30, ""average_review_score"": 4.43, ""on_time_delivery_rate"": 96.67, ""seller_performance_score"": 64.04}"
13,"Seller Performance vs Revenue Contribution",644,"{""seller"": ""c9aafcd0621b2207c10e32c649cada4d"", ""sales_value"": 3488.55, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 40, ""average_review_score"": 4.33, ""on_time_delivery_rate"": 90.00, ""seller_performance_score"": 64.01}"
13,"Seller Performance vs Revenue Contribution",645,"{""seller"": ""30829ded4523ab9224b93bc49a62c95f"", ""sales_value"": 7549.71, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 18, ""average_review_score"": 3.78, ""on_time_delivery_rate"": 94.44, ""seller_performance_score"": 64.01}"
13,"Seller Performance vs Revenue Contribution",646,"{""seller"": ""ed4311e67debd72b8610a5347a743087"", ""sales_value"": 4342.81, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 25, ""average_review_score"": 4.63, ""on_time_delivery_rate"": 92.00, ""seller_performance_score"": 63.96}"
13,"Seller Performance vs Revenue Contribution",647,"{""seller"": ""ef990a83bbea832f36ebe81376335aa8"", ""sales_value"": 5557.24, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 43, ""average_review_score"": 3.63, ""on_time_delivery_rate"": 74.42, ""seller_performance_score"": 63.96}"
13,"Seller Performance vs Revenue Contribution",648,"{""seller"": ""99a54764c341d5dc80b4a8fac4eba3fb"", ""sales_value"": 4877.58, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 44, ""average_review_score"": 3.67, ""on_time_delivery_rate"": 79.55, ""seller_performance_score"": 63.86}"
13,"Seller Performance vs Revenue Contribution",649,"{""seller"": ""c4d51195486dc781531876a7d00453d8"", ""sales_value"": 12038.35, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 17, ""average_review_score"": 3.94, ""on_time_delivery_rate"": 70.59, ""seller_performance_score"": 63.86}"
13,"Seller Performance vs Revenue Contribution",650,"{""seller"": ""e883aa812c37a7413226856f4579fe91"", ""sales_value"": 4554.46, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 26, ""average_review_score"": 4.15, ""on_time_delivery_rate"": 96.15, ""seller_performance_score"": 63.86}"
13,"Seller Performance vs Revenue Contribution",651,"{""seller"": ""66dc1b1632bd6a3e508510c5b3492107"", ""sales_value"": 4231.90, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 36, ""average_review_score"": 3.64, ""on_time_delivery_rate"": 97.22, ""seller_performance_score"": 63.77}"
13,"Seller Performance vs Revenue Contribution",652,"{""seller"": ""6df688df543f90e9b38f4319e75a9d88"", ""sales_value"": 2661.20, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 39, ""average_review_score"": 4.56, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 63.75}"
13,"Seller Performance vs Revenue Contribution",653,"{""seller"": ""f08a5b9dd6767129688d001acafc21e5"", ""sales_value"": 14565.74, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 11, ""average_review_score"": 4.27, ""on_time_delivery_rate"": 81.82, ""seller_performance_score"": 63.68}"
13,"Seller Performance vs Revenue Contribution",654,"{""seller"": ""989becdce12ebc39863c2bceab6f3ca1"", ""sales_value"": 7117.42, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 15, ""average_review_score"": 4.80, ""on_time_delivery_rate"": 86.67, ""seller_performance_score"": 63.62}"
13,"Seller Performance vs Revenue Contribution",655,"{""seller"": ""e8f6dc8e6a1dcde89d20e3995c8d90b3"", ""sales_value"": 4165.54, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 35, ""average_review_score"": 4.00, ""on_time_delivery_rate"": 91.43, ""seller_performance_score"": 63.54}"
13,"Seller Performance vs Revenue Contribution",656,"{""seller"": ""8b2492b7ff4468839593fafeed55bad9"", ""sales_value"": 4336.26, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 29, ""average_review_score"": 4.17, ""on_time_delivery_rate"": 93.10, ""seller_performance_score"": 63.49}"
13,"Seller Performance vs Revenue Contribution",657,"{""seller"": ""a6fe7de3d16f6149ffe280349a8535a0"", ""sales_value"": 3574.44, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 50, ""average_review_score"": 4.04, ""on_time_delivery_rate"": 84.00, ""seller_performance_score"": 63.43}"
13,"Seller Performance vs Revenue Contribution",658,"{""seller"": ""e48b04bf1aa1ef711caebeb7aede6180"", ""sales_value"": 3832.73, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 25, ""average_review_score"": 4.48, ""on_time_delivery_rate"": 100.00, ""seller_performance_score"": 63.43}"
13,"Seller Performance vs Revenue Contribution",659,"{""seller"": ""2745f798279e0ed033addcc1474776d7"", ""sales_value"": 4364.99, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 32, ""average_review_score"": 3.97, ""on_time_delivery_rate"": 90.63, ""seller_performance_score"": 63.37}"
13,"Seller Performance vs Revenue Contribution",660,"{""seller"": ""1771297ac436903d1dd6b0e9279aa505"", ""sales_value"": 3466.43, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 28, ""average_review_score"": 4.63, ""on_time_delivery_rate"": 96.43, ""seller_performance_score"": 63.36}"
13,"Seller Performance vs Revenue Contribution",661,"{""seller"": ""15aac934c58d886785ac1b17953ea898"", ""sales_value"": 5019.60, ""seller_category"": ""Strong Performer"", ""delivered_orders"": 25, ""average_review_score"": 4.24, ""on_time_delivery_rate"": 88.00, ""seller_performance_score"": 63.35}"
